"Date","value"
2017-09-20,13.6218811236135
2017-09-21,13.078
2017-09-22,14.0366039706462
2017-09-23,14.4369975978707
2017-09-24,13.165
2017-09-25,16.3944290007006
2017-09-26,17.9514667763061
2017-09-27,20.462
2017-09-28,20.4060943981147
2017-09-29,21.3036842443179
2017-09-30,23.011
2017-10-01,22.5388486000391
2017-10-02,22.876423109557
2017-10-03,23.886
2017-10-04,23.0868078976333
2017-10-05,22.9596181761916
2017-10-06,22.823
2017-10-07,22.7117595562179
2017-10-08,22.591090657686
2017-10-09,21.934
2017-10-10,22.7207480437346
2017-10-11,22.9710743283151
2017-10-12,23.81
2017-10-13,23.0646450935182
2017-10-14,22.9078895741408
2017-10-15,22.748
2017-10-16,22.5965460820992
2017-10-17,22.4419581094349
2017-10-18,22.321
2017-10-19,22.1095233811544
2017-10-20,21.9316766255381
2017-10-21,21.761
2017-10-22,21.5710241735546
2017-10-23,21.3882184771872
2017-10-24,21.13
2017-10-25,21.0747633923425
2017-10-26,20.9441140038651
2017-10-27,20.786
2017-10-28,20.7018100567078
2017-10-29,20.5901554980279
2017-10-30,20.109
2017-10-31,20.62239729059
2017-11-01,20.766293641832
2017-11-02,20.967
2017-11-03,21.0147959192678
2017-11-04,21.1194018454617
2017-11-05,21.12
2017-11-06,21.400546615618
2017-11-07,21.5770854595805
2017-11-08,21.813
2017-11-09,21.8890982633846
2017-11-10,22.0245722232262
2017-11-11,22.726
2017-11-12,21.9041002641242
2017-11-13,21.6481543451805
2017-11-14,21.203
2017-11-15,21.2671211339993
2017-11-16,21.1420338417617
2017-11-17,20.749
2017-11-18,21.0771740352735
2017-11-19,21.1374015210229
2017-11-20,20.502
2017-11-21,21.738961157539
2017-11-22,22.2802933083057
2017-11-23,23.542
2017-11-24,22.8647386614831
2017-11-25,22.9078518638938
2017-11-26,22.832
2017-11-27,23.0763558158216
2017-11-28,23.2017465653386
2017-11-29,23.545
2017-11-30,23.3018518373382
2017-12-01,23.2765663598208
2017-12-02,23.275
2017-12-03,23.209591002349
2017-12-04,23.1679011223946
2017-12-05,22.993
2017-12-06,23.1766517215518
2017-12-07,23.2270922006635
2017-12-08,23.506
2017-12-09,23.1699626497015
2017-12-10,23.0623926196278
2017-12-11,22.953
2017-12-12,22.8485130824438
2017-12-13,22.7422035753334
2017-12-14,22.631
2017-12-15,22.5329693524741
2017-12-16,22.4300446367253
2017-12-17,22.237
2017-12-18,22.2865231328595
2017-12-19,22.2459263447425
2017-12-20,22.177
2017-12-21,22.1843258011708
2017-12-22,22.163322045716
2017-12-23,22.241
2017-12-24,22.0530651799852
2017-12-25,21.9638120697091
2017-12-26,21.829
2017-12-27,21.8168149261263
2017-12-28,21.7590708928196
2017-12-29,21.267
2017-12-30,21.943968054855
2017-12-31,22.186609250197
2018-01-01,22.796
2018-01-02,22.418243618981
2018-01-03,22.4072367924229
2018-01-04,22.13
2018-01-05,22.5693507091722
2018-01-06,22.7424714524796
2018-01-07,22.921
2018-01-08,23.084972842277
2018-01-09,23.2543534887669
2018-01-10,23.633
2018-01-11,23.4483842101683
2018-01-12,23.4730342850797
2018-01-13,23.506
2018-01-14,23.5165832468957
2018-01-15,23.5354821338004
2018-01-16,23.593
2018-01-17,23.5465705971638
2018-01-18,23.5387601736225
2018-01-19,23.602
2018-01-20,23.4740001929592
2018-01-21,23.4170506358371
2018-01-22,23.128
2018-01-23,23.4636751780796
2018-01-24,23.5672492774443
2018-01-25,23.898
2018-01-26,23.6172796272396
2018-01-27,23.5637358776703
2018-01-28,23.707
2018-01-29,23.320533891699
2018-01-30,23.1308756552971
2018-01-31,22.854
2018-02-01,22.8118797077914
2018-02-02,22.6825419966876
2018-02-03,22.375
2018-02-04,22.5471146165915
2018-02-05,22.541024947599
2018-02-06,22.648
2018-02-07,22.4506488058844
2018-02-08,22.3663623331622
2018-02-09,22.003
2018-02-10,22.390801319429
2018-02-11,22.499526778418
2018-02-12,22.499
2018-02-13,22.792537744307
2018-02-14,22.976823251207
2018-02-15,23.276
2018-02-16,23.2659342196292
2018-02-17,23.3707596811513
2018-02-18,23.696
2018-02-19,23.4279692668353
2018-02-20,23.3803533909971
2018-02-21,23.379
2018-02-22,23.2531259964485
2018-02-23,23.1735144777381
2018-02-24,23.07
2018-02-25,23.0308229894388
2018-02-26,22.96774301985
2018-02-27,23.105
2018-02-28,22.7030278448264
2018-03-01,22.5013926393916
2018-03-02,22.352
2018-03-03,22.061990695778
2018-03-04,21.8242239575992
2018-03-05,21.361
2018-03-06,21.5046191716341
2018-03-07,21.4227811238478
2018-03-08,21.054
2018-03-09,21.4575580127591
2018-03-10,21.5741729494568
2018-03-11,21.859
2018-03-12,21.6910654765142
2018-03-13,21.6913430668739
2018-03-14,21.932
2018-03-15,21.525649252723
2018-03-16,21.3596778482122
2018-03-17,21.502
2018-03-18,20.8145158279646
2018-03-19,20.4353252122278
2018-03-20,19.906
2018-03-21,19.7807787174444
2018-03-22,19.5054228383978
2018-03-23,19.049
2018-03-24,19.0799389790498
2018-03-25,18.9298109987484
2018-03-26,18.797
2018-03-27,18.6175784234157
2018-03-28,18.4554738283843
2018-03-29,18.189
2018-03-30,18.2034475469718
2018-03-31,18.1135258605906
2018-04-01,18.035
2018-04-02,17.9258010094885
2018-04-03,17.8279978447674
2018-04-04,17.834
2018-04-05,17.5605986153786
2018-04-06,17.3910025507107
2018-04-07,17.186
2018-04-08,17.0762979361872
2018-04-09,16.9311893863315
2018-04-10,16.684
2018-04-11,16.711572514844
2018-04-12,16.6370641932123
2018-04-13,16.454
2018-04-14,16.5631259836024
2018-04-15,16.5636960956243
2018-04-16,16.842
2018-04-17,16.3727525769925
2018-04-18,16.1812389463389
2018-04-19,15.612
2018-04-20,16.059450664002
2018-04-21,16.1291760123188
2018-04-22,16.462
2018-04-23,16.0866647989029
2018-04-24,15.9744282371704
2018-04-25,15.246
2018-04-26,16.1761200474729
2018-04-27,16.490048419508
2018-04-28,17.844
2018-04-29,16.398613684293
2018-04-30,15.993250577043
2018-05-01,15.278
2018-05-02,15.3968459418565
2018-05-03,15.2058044139201
2018-05-04,14.879
2018-05-05,14.9176164618268
2018-05-06,14.8204700376699
2018-05-07,14.741
2018-05-08,14.6139520062245
2018-05-09,14.5045803989359
2018-05-10,14.375
2018-05-11,14.2998138067268
2018-05-12,14.2044188218062
2018-05-13,14.199
2018-05-14,13.9514003488503
2018-05-15,13.793776860815
2018-05-16,13.593
2018-05-17,13.5083752315504
2018-05-18,13.3805970903212
2018-05-19,13.177
2018-05-20,13.1774780261928
2018-05-21,13.1021371032937
2018-05-22,12.882
2018-05-23,13.051597886952
2018-05-24,13.0763995935095
2018-05-25,12.915
2018-05-26,13.2547818718275
2018-05-27,13.4083624435881
2018-05-28,13.805
2018-05-29,13.5474227056878
2018-05-30,13.5329023960269
2018-05-31,13.736
2018-06-01,13.353354836337
2018-06-02,13.188327586308
2018-06-03,13.002
2018-06-04,12.8730046328796
2018-06-05,12.7227089294802
2018-06-06,12.402
2018-06-07,12.5399771824283
2018-06-08,12.5075411387757
2018-06-09,12.18
